s000171996,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000173981,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000174047,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000174178,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000176814,ED 325 A316,M,1800,2155,3/11/2013,5/8/2013
s000177336,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000178640,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000178682,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000179929,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000181096,ED 325 A316,M,1800,2155,3/11/2013,5/8/2013
s000181183,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000181205,ED 325 A316,M,1800,2155,3/11/2013,5/8/2013
s000181233,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000181413,ED 412 01,M,1700,1950,1/15/2013,5/8/2013
s000183134,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000184694,ED 325 A316,M,1800,2155,3/11/2013,5/8/2013
s000186686,ED 412 01,M,1700,1950,1/15/2013,5/8/2013
s000187137,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000187583,ED 470 01,M,1700,2050,1/15/2013,5/8/2013
s000188923,ED 412 01,M,1700,1950,1/15/2013,5/8/2013
s000189065,ED 412 01,M,1700,1950,1/15/2013,5/8/2013
s000138378,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000159460,LAA321 S312,M,1800,2155,3/11/2013,5/8/2013
s000165040,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000166518,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000167140,LAA321 S312,M,1800,2155,3/11/2013,5/8/2013
s000172679,LAA321 S312,M,1800,2155,3/11/2013,5/8/2013
s000176511,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000176912,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000178253,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000178872,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000178903,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000178995,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000179483,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000180470,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000181255,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000181506,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000182344,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000182701,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000182829,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000183221,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000183731,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000184157,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000184367,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000184663,LAA321 S312,M,1800,2155,3/11/2013,5/8/2013
s000185246,MUS140 01,M,1500,1550,1/15/2013,5/8/2013
s000185259,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000185265,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000185886,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000185923,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000186068,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000186164,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000186317,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000186452,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000186453,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000186674,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000186946,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000186969,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000187369,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000187388,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000187709,MUS140 01,M,1500,1550,1/15/2013,5/8/2013
s000187821,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000187922,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000187926,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000188180,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000188451,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000188597,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000188786,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000188837,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000188846,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000188848,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000188867,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000188877,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000188881,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000188894,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000188900,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000188914,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000188918,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000188921,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000188921,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000188926,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000189014,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189016,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189063,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189073,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000189103,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189120,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189133,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189140,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000189147,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000189158,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189169,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189186,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189217,MUS337 01,M,1800,1930,1/15/2013,5/8/2013
s000189218,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000189262,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189288,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189301,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189302,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189308,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189359,LAA231 09,M,1800,2050,1/15/2013,5/8/2013
s000189376,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189625,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000189771,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000189807,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000189835,NS 114L 01,M,1500,1650,1/15/2013,5/8/2013
s000189876,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000189955,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000189968,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190000,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190010,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000190099,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190156,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190177,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190220,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190301,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000190309,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190322,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190326,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000190349,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190397,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190400,NS 111L 01,M,1400,1550,1/15/2013,5/8/2013
s000190412,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190476,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000190839,MTH113L 01,M,1400,1550,1/15/2013,5/8/2013
s000167452,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000168196,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000170378,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000172006,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000172202,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000172390,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000174715,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000174749,SW 331 02,M,1800,2050,1/15/2013,5/8/2013
s000176058,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000177126,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000177608,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000178503,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000181067,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000181368,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000183955,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000184872,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000185144,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000186443,TA 111 01,M,1500,1630,1/15/2013,5/8/2013
s000186745,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000186780,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000186781,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000186973,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000188583,SW 500 A112,M,1600,1900,1/14/2013,5/8/2013
s000188817,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000189003,SW 500 01,M,900,1200,1/15/2013,5/8/2013
s000189054,PE 336 S316,M,1800,2155,3/11/2013,5/8/2013
s000189092,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000189520,TA 111 01,M,1500,1630,1/15/2013,5/8/2013
s000190146,SOC338 01,M,1500,1750,1/15/2013,5/8/2013
s000190147,PE 336 S316,M,1800,2155,3/11/2013,5/8/2013
s000190248,TA 111 01,M,1500,1630,1/15/2013,5/8/2013
s000165752,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000172390,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000174715,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000175068,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000176511,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000176912,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000177732,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000178605,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000178994,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000181461,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000182344,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000182348,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000182713,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000183731,MUS109 02,MF,1500,1550,1/15/2013,5/8/2013
s000183930,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000184029,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000184233,MUS109 02,MF,1500,1550,1/15/2013,5/8/2013
s000184426,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000184700,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000185246,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000185265,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000186617,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000187032,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000187709,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000187972,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000188781,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000188900,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000188914,MUS109 02,MF,1500,1550,1/15/2013,5/8/2013
s000188927,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000188947,MUS109 02,MF,1500,1550,1/15/2013,5/8/2013
s000189073,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000189085,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000189140,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000189147,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000189239,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000189394,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000189688,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000189703,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000189856,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000189871,MUS116 01,MF,1500,1550,1/15/2013,5/8/2013
s000189993,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000190067,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190089,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190149,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190156,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190167,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190274,MUS109 01,MF,1500,1550,1/15/2013,5/8/2013
s000190394,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190398,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190411,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190443,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190499,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000190866,MUS101 01,MF,1200,1250,1/15/2013,5/8/2013
s000165040,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000169110,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000178462,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000182542,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000185231,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000186969,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000187594,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000188860,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000188950,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189120,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000189124,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000189186,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189200,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189304,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000189361,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189712,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000189877,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000189960,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189971,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000189971,MTH220 01,MtoF,1000,1050,1/15/2013,5/8/2013
s000189984,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190080,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190160,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190173,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190199,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190245,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190275,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190304,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190311,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190327,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190339,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190345,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190365,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190368,MTH120 01,MtoF,1200,1250,1/15/2013,5/8/2013
s000190378,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190380,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190445,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190460,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190503,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190521,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190533,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190540,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190609,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190624,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190633,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190758,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190775,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190802,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190835,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190851,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190854,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190855,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190856,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000190866,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190872,MTH101 02,MtoF,1400,1450,1/15/2013,5/8/2013
s000190884,MTH101 01,MtoF,1300,1350,1/15/2013,5/8/2013
s000138378,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000173908,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000181539,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000184301,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000185265,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000185281,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000186068,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000187821,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188474,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188768,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188841,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188877,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188881,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188910,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000188968,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189016,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189044,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189186,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189200,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189245,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189262,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189483,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189635,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189652,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189708,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189848,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000189971,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190092,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190178,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190202,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190244,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190418,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190543,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190562,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000190743,MTH116 01,MTWF,800,850,1/15/2013,5/8/2013
s000178533,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000182620,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000183127,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000183845,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000189263,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000189376,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000189981,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000190377,AIM434 01,MW,1300,1350,1/15/2013,5/8/2013
s000142374,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000168006,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000168322,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000172144,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000178604,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000181261,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000181819,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000182061,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000182128,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000182620,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000188663,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
s000188889,BA 410 01,MW,1400,1515,1/15/2013,5/8/2013
